,reaction_id,reaction_name,reaction_reaction,genes,EC_number,groups,kegg_reaction,metanetx_reaction,seed_reaction
1315,ALCD2x,Alcohol dehydrogenase (ethanol),etoh_c + nad_c <=> acald_c + h_c + nadh_c,"H16_B1834, H16_B1433, H16_B1699, H16_A3330, H16_B2470, H16_A0757, H16_B0517, H16_B1745","['1.1.1.1', '1.1.1.71']",Pyruvate Metabolism,R00754,MNXR95725,rxn00543
1316,CYTTS4,Cystathionine gamma-synthase,h2s_c + oahser_c --> ac_c + hcys__L_c,H16_A2606,,Methionine Metabolism,,,
1317,ACFM1,Arylformamidase,forkn_c + h2o_c --> for_c + h_c + kn_c,"H16_A3005, H16_B1997",,Glyoxylate and Dicarboxylate metabolism,,,
1318,SLCYSS,O-acetyl-L-serine sulfhydrylase,acser_c + tsul_c --> ac_c + h_c + slfcys_c,"H16_A2606, H16_B2378, H16_A1903, H16_A0807",2.5.1.47,Cysteine Metabolism,R03132,MNXR95415,rxn02246
1319,CYTTS1,Cystathionine gamma-synthase,cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c,H16_A2606,,Methionine Metabolism,,,
1320,ACFM3,Arylformamidase,forant_c + h2o_c --> anth_c + for_c + h_c,"H16_A3005, H16_B1997",,Tryptophan metabolism,,,
1321,ACFM2,Arylformamidase,5hoxnfkyn_c + h2o_c --> 5hxkyn_c + for_c + h_c,"H16_A3005, H16_B1997",,Tryptophan metabolism,,,
1322,CYTTS3,Cystathionine gamma-synthase,cys__L_c + oahser_c <=> ac_c + cyst__L_c + h_c,H16_A2606,,Methionine Metabolism,,,
1323,CYTTS2,Cystathionine gamma-synthase,h2o_c + suchms_c <=> 2obut_c + h_c + nh4_c + succ_c,H16_A2606,,Methionine Metabolism,,,
1324,PIabc,Phosphate transport via ABC system,atp_c + h2o_c + pi_e --> adp_c + h_c + 2.0 pi_c,,3.6.3.27,"Transport, Extracellular",,MNXR102870,"['rxn05145', 'rxn09122']"
1325,MCITD,2-methylcitrate dehydratase,2mcit_c --> h2o_c + maco_c,"H16_B0681, H16_B1436, H16_B1444, H16_A1909",4.2.1.79,Propanoate metabolism,R04424,MNXR101413,rxn03060
1326,GLUabc,L-glutamate transport via ABC system,atp_c + glu__L_e + h2o_c --> adp_c + glu__L_c + h_c + pi_c,"H16_A2756, H16_A0475, H16_B1478, H16_B1810, H16_A0045, H16_A3308",3.6.3.21,"Transport, Extracellular",,MNXR100299,"['rxn05146', 'rxn08627', 'rxn11235']"
1327,ACLDc,Alcohol dehydrogenase,c3chp_c --> c3chroald_c + h2_c,"H16_B1834, H16_B1433, H16_B1699, H16_A3330, H16_B2470, H16_A0757, H16_B0517, H16_B1745",,3-Chloroacrylic acid degradation,,,
1328,METTRSS,Methionyl-tRNA synthetase,atp_c + selmeth_c + trnamet_c --> amp_c + ppi_c + selmethtrna_c,H16_A2945,,Selenoamino acid metabolism,,,
1329,ALLTNt2r,Allantoin transport in via proton symport,alltn_e + h_e <=> alltn_c + h_c,,,Putative Transporters,,MNXR95770,"['rxn05682', 'rxn08116']"
1330,G5TDPDP,"Triphosphate,3'-diphosphate diphosphatase",gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c,H16_A2436,,Purine metabolism,,,
1331,ANt,Anthranilate transport,anth_e + h_e <=> anth_c + h_c,,,"Transport, Extracellular",,,
1332,HSTPT,Histidinol-phosphate transaminase,glu__L_c + imacp_c --> akg_c + hisp_c,"H16_A0793, H16_A3415",2.6.1.9,Histidine Metabolism,R03243,MNXR95852,rxn02320
1333,U3AGDA,UDP-3-Oacetylglucosamine deacetylase,h2o_c + u3aga_c --> ac_c + u3hga_c,H16_A3266,,Lipopolysaccharide Biosynthesis,,,
1334,3OXCOAT,3-oxoadipyl-CoA thiolase,coa_c + oxadpcoa_c --> accoa_c + succoa_c,"H16_A1290, H16_B0200, H16_A0462","['2.3.1.16', '2.3.1.174']",Benzoate degradation via Hydroxylation,R00829,MNXR94967,rxn00598
1335,OBUTt,2-Oxobutanoate transport,2obut_e + h_e --> 2obut_c + h_c,,,"Transport, Extracellular",,,
1336,ARBt2r,L-arabinose transport via proton symport,arab__L_e + h_e <=> arab__L_c + h_c,,,"Transport, Extracellular",,MNXR95936,
1337,GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,atp_c + gmhep7p_c --> adp_c + gmhep17bp_c + h_c,H16_A0803,,Lipopolysaccharide Biosynthesis,,MNXR143147,
1338,HPYRRy,Hydroxypyruvate reductase (NADPH),h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c,"H16_A2132, H16_A3601","['1.1.1', '1.1.1.79', '1.1.1.81']","Glycine, Serine and threonine Metabolism",R01392,MNXR100336,rxn01013
1339,ACLDn,Alcohol dehydrogenase,hmnapth_c + nad_c --> h_c + nadh_c + napthah_c,"H16_B1834, H16_B1433, H16_B1699, H16_A3330, H16_B2470, H16_A0757, H16_B0517, H16_B1745",,1- and 2-Methylnaphthalenedegradation,,,
1340,GMAND,GDP-D-mannose dehydratase,gdpmann_c --> gdpddman_c + h2o_c,H16_A2900,4.2.1.47,Fructose and Mannose metabolism,R00888,MNXR100377,rxn00642
1341,ASNtr,L-asparagine reversible transport via proton symport,asn__L_e + h_e <=> asn__L_c + h_c,,,"Transport, Extracellular",,,
1342,3HCINNMH,3-hydroxycinnamate hydroxylase,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c,H16_B1546,1.14.13.127,Phenylalanine metabolism,R06787,MNXR94893,rxn04602
1343,ACNAMt2,N-acetylneuraminate proton symport,acnam_e + h_e --> acnam_c + h_c,,,"Transport, Extracellular",,MNXR95291,"['rxn05487', 'rxn08050']"
1344,CINNDO,Cinnamate dioxygenase,cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c,"H16_B0800, H16_A1632",1.14.12.19,Phenylalanine metabolism,R06783,MNXR96722,rxn04598
1345,FLALDO,Fluoroacetaldehyde:NAD+ oxidoreductase,flac_c + 2.0 h_c + nadh_c <=> flald_c + h2o_c + nad_c,,,Fluorobenzoate degradation,,,
1346,PPNDH,Prephenate dehydratase,h_c + pphn_c --> co2_c + h2o_c + phpyr_c,H16_A0792,"['4.2.1.51', '4.2.1.91']","Phenylalanine, Tyrosine and Tryptophan biosynthesis",R01373,MNXR126086,rxn01000
1347,PPND,Prephenate dehydrogenase,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c,H16_A0794,1.3.1.12,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",R01728,MNXR103121,rxn01268
1348,ALCD19,Alcohol dehydrogenase (glycerol),glyald_c + h_c + nadph_c <=> glyc_c + nadp_c,"H16_B2162, H16_A3186","['1.1.1.21', '1.1.1.72']",Glycerolipid Metabolism,R01036,MNXR95709,rxn00763
1349,CARHM2,5-carboxymethyl-2-hydroxymuconate isomerase,omaenol_c <=> 4obtc_c,"H16_B1250, H16_A0624",,Benzoate degradation via Hydroxylation,,,
1350,CARHM1,5-carboxymethyl-2-hydroxymuconate isomerase,5cmhm_c --> 5cohe_c,"H16_B1250, H16_A0624",,Tyrosine metabolism,,,
1351,GLYCTO1,Glycolate oxidase,glycolate_c + q8_c --> glx_c + q8h2_c,"H16_A1307, H16_A3094, H16_B0611, H16_A3096, H16_A1387, H16_A3097",1.1.3.15,Glyoxylate and Dicarboxylate metabolism,R00475,MNXR100338,rxn00333
1352,SUCCt2_2,Succinate transport via proton symport (2 H),2.0 h_e + succ_e --> 2.0 h_c + succ_c,,,"Transport, Extracellular",,MNXR104620,"['rxn09269', 'rxn10154']"
1353,ALCDgl,Alcohol dehydrogenase (glycerol),glyald_c + h_c + nadh_c <=> glyc_c + nad_c,"H16_B2162, H16_A3186",,Glycerolipid Metabolism,,,
1354,SUCCt_3,Succinate transport via proton symport (3 H),3.0 h_e + succ_e --> 3.0 h_c + succ_c,,,"Transport, Extracellular",,,
1355,RMNt,L-rhamnose transport via proton symport,h_e + rmn_e --> h_c + rmn_c,,,"Transport, Extracellular",,MNXR104041,"['rxn05646', 'rxn09230']"
1356,MOBDabc,Molybdate transport,atp_c + h2o_c + mobd_e <=> adp_c + h_c + mobd_c + pi_c,,3.6.3.29,"Transport, Extracellular",,MNXR101689,"['rxn05619', 'rxn08955']"
1357,FAMC141,Fatty acid metabolism (tetradecanoic acid; c14:1),atp_c + c141_c + 7.0 coa_c + 6.0 fad_c + 6.0 nad_c --> 7.0 accoa_c + amp_c + 6.0 fadh2_c + h_c + 6.0 nadh_c + ppi_c,,,Fatty acid biosynthesis,,,
1358,PPCSYN2,Propionyl-CoA synthetase,HC01668_c + ppi_c <-- atp_c + ppa_c,"H16_A1197, H16_A2525, H16_B1102, H16_A1616, H16_A2462, H16_B0386, H16_B0834, H16_B0696",,Propanoate metabolism,,,
1359,HOGAD,4-hydroxy-2-oxoglutarate aldolase,hydroxyakg_c <=> glx_c + pyr_c,H16_B1213,,Arginine and Proline metabolism,,,
1360,TAGL1,Triacylglycerol lipase,12dgr_TB_c + h2o_c --> agl_c + 0.007 c120_c + 0.007 c150_c + 0.254 c160_c + 0.175 c161_c + 0.006 c170_c + 0.007 c171_c + 0.112 c181_c + 0.013 octadecacid_c + 0.419 tetdecacid_c,H16_A1322,,Glycerolipid Metabolism,,,
1361,TAGL2,Triacylglycerol lipase,h2o_c + tg160_c --> 0.007 c120_c + 0.007 c150_c + 0.254 c160_c + 0.175 c161_c + 0.006 c170_c + 0.007 c171_c + 0.112 c181_c + 0.013 octadecacid_c + 0.419 tetdecacid_c,H16_A1322,,Glycerolipid Metabolism,,,
1362,GLYC3Pt6,Glycerol-3-phosphate : phosphate antiporter,glyc3p_e + pi_c --> glyc3p_c + pi_e,,,"Transport, Extracellular",,MNXR100321,"['rxn08642', 'rxn10165']"
1363,PROTCC2,"Protocatechuate 3,4-dioxygenase",gallate_c + o2_c --> 2py46dc_c + h2o_c + h_c,"H16_B0795, H16_B2291, H16_B2290",,Benzoate degradation via Hydroxylation,,,
1364,PROabc,L-proline transport via ABC system,atp_c + h2o_c + pro__L_e --> adp_c + h_c + pi_c + pro__L_c,,,"Transport, Extracellular",,MNXR103210,"['rxn05165', 'rxn09187']"
1365,PROTCC1,"Protocatechuate 3,4-dioxygenase",34dhbz_c + o2_c --> carccm_c + 2.0 h_c,"H16_B0795, H16_B2291, H16_B2290",,Benzoate degradation via Hydroxylation,,,
1366,P5CD1p,1-pyrroline-5-carboxylate dehydrogenase,1pyr5c_c + 2.0 h2o_c + nadp_c --> glu__L_c + h_c + nadph_c,H16_A3631,,Arginine and Proline metabolism,,,
1367,PRAIS,Phosphoribosylaminoimidazole synthase,atp_c + fpram_c --> adp_c + air_c + h_c + pi_c,H16_A3077,6.3.3.1,Purine metabolism,,MNXR138720,
1368,GLYBt2r,"Glycine betaine transport via proton symport, reversible",glyb_e + h_e <=> glyb_c + h_c,,,Putative Transporters,,MNXR100315,"['rxn05579', 'rxn08638']"
1369,ADOCBIK,Adenosyl cobinamide kinase,adocbi_c + atp_c --> adocbip_c + adp_c + h_c,H16_A2962,2.7.1.156,Porphyrin and Chlorophyll metabolism,R05221,MNXR95465,rxn03536
1370,FUMt2_2,Fumarate transport via proton symport (2 H),fum_e + 2.0 h_e --> fum_c + 2.0 h_c,,,"Transport, Extracellular",,MNXR99711,"['rxn08542', 'rxn10152']"
1371,FUMt2_3,Fumarate transport via proton symport (3 H),fum_e + 3.0 h_e --> fum_c + 3.0 h_c,,,"Transport, Extracellular",,MNXR99712,"['rxn08543', 'rxn10158']"
1372,FAMC140,Fatty acid metabolism (tetradecanoic acid; c14:0),atp_c + 7.0 coa_c + 6.0 fad_c + 6.0 nad_c + tetdecacid_c --> 7.0 accoa_c + amp_c + 6.0 fadh2_c + h_c + 6.0 nadh_c + ppi_c,,,Fatty acid biosynthesis,,,
1373,MCLACTt,"(S)-5-Oxo-2,5-dihydrofuran-2-acetate transport",h_e + mclact_e <=> h_c + mclact_c,,,"Transport, Extracellular",,,
1374,2HCHCCOA,2-hydroxycyclohexanecarboxyl-CoA dehydrogenase,hcchccoa_c + nad_c --> 2kchccoa_c + h_c + nadh_c,H16_B1696,,Benzoate degradation via CoA ligation,,,
1375,FRUpts,D-fructose transport via PEP:Pyr PTS,fru_e + pep_c --> f1p_c + h_c + pyr_c,,,"Transport, Extracellular",,MNXR99661,"['rxn05560', 'rxn08536']"
1376,SBTpts,D-sorbitol transport via PEP:Pyr PTS,pep_c + sbt__D_e --> h_c + pyr_c + sbt6p_c,,,"Transport, Extracellular",,MNXR104290,"['rxn09242', 'rxn10184']"
1377,ACCOAA3,Acetyl-CoA acyltransferase,5m3o4hcoa_c + coa_c --> 3mccoa_c + accoa_c,"H16_A1290, H16_B0200, H16_A0462",,Geraniol degrdation,,,
1378,ACCOAA2,Acetyl-CoA acyltransferase,7m3o6ocoa_c + coa_c --> 5mh4ecoa_c + accoa_c,"H16_A1290, H16_B0200, H16_A0462",,Geraniol degrdation,,,
1379,C23DDTp,"Cis-2,3-dihydrodiol DDT dehydrogenase",c23dhddt_c + nadp_c --> 23doddt_c + h_c + nadph_c,"H16_B0734, H16_B0731",,"1,1,1-Trichloro-2,2-Bis-(Chlorophenyl)Ethane (DDT) degradation",,,
1380,ACCOAA1,Acetyl-CoA acyltransferase,2maaccoa_c + coa_c --> accoa_c + ppcoa_c,"H16_A1290, H16_B0200, H16_A0462",,"Valine, Leucine and Isoleucine degradation",,,
1381,2HOHPHODB,"2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate benzoylhydrolase",2hohphod_c + h2o_c --> 2hmc_c + catechol_c + h_c,H16_B0600,,Fluorene degradation,,,
1382,PRAI,Phosphoribosylanthranilate isomerase,pran_c --> 2cpr5p_c,H16_A2615,5.3.1.24,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",R03509,MNXR103156,rxn02508
1383,GLUK,Glucokinase,atp_c + glc__D_c --> adp_c + g6p_c + h_c,H16_B2564,2.7.1.2,Glycolysis/Gluconeogenesis,,MNXR100283,rxn09502
1384,OGDH3,2-oxoglutarate dehydrogenase E1 component,2oad_c + coa_c + nad_c --> co2_c + gcoa_c + nadh_c,H16_A2325,,Tryptophan metabolism,,,
1385,OGDH2,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase),HC01712_c + coa_c <=> dlipoe_c + gcoa_c,H16_A2324,,Lysine degradation,,,
1386,MME,Methylmalonyl-CoA epimerase,mmcoa__R_c <=> mmcoa__S_c,H16_A3551,5.1.99.1,"Valine, Leucine and Isoleucine degradation",R02765,MNXR101657,rxn01996
1387,OGDH1,2-oxoglutarate dehydrogenase E1 component,2oad_c + h_c + lipoe_c --> HC01712_c + co2_c,H16_A2325,,Lysine degradation,,,
1388,CCPPAMD,N-cyclopropylammeline deaminase,ccpam_c + h2o_c + h_c --> ccpamd_c + nh4_c,H16_B0862,,Atrazine degradation,,,
1389,GNK,Gluconokinase,atp_c + glcn_c --> 6pgc_c + adp_c + h_c,H16_A1179,2.7.1.12,Pentose Phosphate Pathway,R01737,MNXR100390,rxn01275
1390,PPSERS,Phosphatidylserine syntase,cdpdag_MRSA_c + ser__L_c --> cmp_c + ps_cho_c,H16_A1039,,Glycerophospholipid Metabolism,,,
1391,EDD,6-phosphogluconate dehydratase,6pgc_c --> h2o_c + kdpg_c,"H16_B2567, H16_A1178",4.2.1.12,Pentose Phosphate Pathway,R02036,MNXR97898,rxn01477
1392,HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c --> h_c + imp_c + ppi_c,H16_A3242,2.4.2.8,Purine metabolism,R01132,MNXR100752,rxn00836
1393,BNTP,Bis(5'-nucleosidyl)-tetraphosphatase,gp4g_c + h2o_c --> gmp_c + gtp_c + h_c,H16_A3406,,Purine metabolism,,,
1394,MMM,Methylmalonyl-CoA mutase,succoa_c --> mmcoa__R_c,"H16_A0280, H16_B1842, H16_B1841, H16_A1949",,"Valine, Leucine and Isoleucine degradation",,MNXR101660,
1395,INSt2,Inosine transport in via proton symport,h_e + ins_e --> h_c + ins_c,,,"Transport, Extracellular",,MNXR100850,"['rxn05316', 'rxn08753']"
1396,EDA,2-dehydro-3-deoxy-phosphogluconate aldolase,kdpg_c --> g3p_c + pyr_c,H16_B1213,"['4.1.2.14', '4.1.2.55']",Pentose Phosphate Pathway,R05605,MNXR97897,rxn03884
1397,PPCSYN1,Propionyl-CoA synthetase,amp_c + h_c + ppcoa_c <=> HC01668_c + coa_c,"H16_A1197, H16_A2525, H16_B1102, H16_A1616, H16_A2462, H16_B0386, H16_B0834, H16_B0696",,Propanoate metabolism,,,
1398,OMPDC,Orotidine-5'-phosphate decarboxylase,h_c + orot5p_c --> co2_c + ump_c,H16_A3157,4.1.1.23,Pyrimidine metabolism,R00965,MNXR102190,rxn00710
1399,G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),glu5sa_c --> 1pyr5c_c + h2o_c + h_c,,,Arginine and Proline Metabolism,R03314,MNXR99897,"['rxn02374', 'rxn11220']"
1400,SERTRS,Seryl-tRNA synthetase,atp_c + ser__L_c + trnaser_c --> amp_c + 2.0 h_c + ppi_c + sertrna_c,"H16_B0015, H16_A0764",6.1.1.11,Aminoacyl-tRNA Biosynthesis,R03662,MNXR104350,rxn06446
1401,MMCS,Methylmalonyl-CoA synthase,coa_c + h_c + mm_c --> h2o_c + mmcoa__R_c,,,"Valine, Leucine and Isoleucine degradation",,,
1402,FAMC151,Fatty acid metabolism (pentadecanoic acid; c15:1),atp_c + c151_c + 7.0 coa_c + 6.0 fad_c + 6.0 nad_c --> 6.0 accoa_c + amp_c + 6.0 fadh2_c + h_c + 6.0 nadh_c + ppcoa_c + ppi_c,,,Fatty acid biosynthesis,,,
1403,OXGDC2,2-oxoglutarate decarboxylase,akg_c + h_c + thmpp_c --> co2_c + ssaltpp_c,,4.1.1.71,Thiamine Metabolism,,MNXR102244,rxn00442
1404,FAMC150,Fatty acid metabolism (pentadecanoic acid; c15:0),atp_c + c150_c + 7.0 coa_c + 6.0 fad_c + 6.0 nad_c --> 6.0 accoa_c + amp_c + 6.0 fadh2_c + h_c + 6.0 nadh_c + ppcoa_c + ppi_c,,,Fatty acid biosynthesis,,,
1405,QDPQ2,Quinate dehydrogenase (pyrroloquinoline-quinone),3dhsk_c + h2o_c + pqqh2_c <=> pqq_c + quin_c,H16_B1047,,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",,,
1406,QDPQ1,Quinate dehydrogenase (pyrroloquinoline-quinone),pqq_c + skm_c <=> 3dhsk_c + pqqh2_c,H16_B1047,,"Phenylalanine, Tyrosine and Tryptophan biosynthesis",,,
1407,DADA,Deoxyadenosine deaminase,dad_2_c + h2o_c + h_c --> din_c + nh4_c,"H16_B2033, H16_A1014",3.5.4.4,Purine metabolism,R02556,MNXR97076,rxn01858
1408,FAMC120,Fatty acid metabolism (dodecanoic acid; c12:0),atp_c + c120_c + 6.0 coa_c + 5.0 fad_c + 5.0 nad_c --> 6.0 accoa_c + amp_c + 5.0 fadh2_c + h_c + 5.0 nadh_c + ppi_c,,,Fatty acid biosynthesis,,,
1409,GLYAMT,Aminomethyltransferase,gly_c + nad_c + thf_c <=> co2_c + mlthf_c + nadh_c + nh4_c,"H16_A3619, H16_A1567",,Folate Metabolism,,,
1410,LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,"H16_B2162, H16_A3186","['1.1.1.78', '1.1.1.79']",Pyruvate Metabolism,R02527,MNXR101008,rxn01831
1411,ALHD6,Aldehyde dehydrogenase (NAD+),h2o_c + mmtsa_c + nad_c --> 2.0 h_c + mm_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B2444, H16_B1835, H16_B1534, H16_B1735, H16_B0421, H16_B0212, H16_A1114, H16_B1960",,"Valine, Leucine and Isoleucine degradation",,,
1412,ALHD7,Aldehyde dehydrogenase (NAD+),h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B0421, H16_B2444, H16_B1534, H16_B1735, H16_B1835, H16_B0212, H16_A1114, H16_B1960",,Histidine Metabolism,,,
1413,ALDD4,"Aldehyde dehydrogenase (butanal, NAD)",butanal_c + h2o_c + nad_c --> 1btol_c + 2.0 h_c + nadh_c,"H16_B0831, H16_B0713, H16_B0942, H16_A0861, H16_A2460, H16_B2561, H16_A1256, H16_B0034, H16_B2168, H16_A2474, H16_B0941, H16_A1828, H16_B1417, H16_A2586, H16_A0893, H16_A1562, H16_A1702, H16_A0478, H16_B0572, H16_B0663, H16_A0679",,Butanoate metabolism,,MNXR95755,
1414,ALHD5,Aldehyde dehydrogenase (NAD+),3b1a_c + h2o_c + nad_c --> 3but_c + 2.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_A0232, H16_B2444, H16_B1835, H16_B1534, H16_B1735, H16_B0421, H16_B0212, H16_A1114, H16_B1960",,Butanoate metabolism,,,
1415,GLYBabc,Glycine betaine transport via ABC system,atp_c + glyb_e + h2o_c --> adp_c + glyb_c + h_c + pi_c,,,Putative Transporters,,MNXR100314,"['rxn05181', 'rxn08637', 'rxn11216']"
1416,ALHD8,Aldehyde dehydrogenase (NAD+),h2o_c + i3aa_c + nad_c --> 2.0 h_c + i3ac_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B2444, H16_B0421, H16_B1835, H16_B1534, H16_B1735, H16_A1114, H16_B0212, H16_A0232, H16_B1960",,Tryptophan metabolism,,,
1417,LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadph_c <=> 12ppd__R_c + nadp_c,"H16_B2162, H16_A3186",1.1.1.77,Pyruvate Metabolism,R03080,MNXR95713,rxn02209
1418,ALHD9,Aldehyde dehydrogenase (NAD+),5hoxindact_c + h2o_c + nad_c --> 5hoxindoa_c + 2.0 h_c + nadh_c,"H16_A0745, H16_B0737, H16_B1751, H16_B0833, H16_A1495, H16_B2444, H16_B0421, H16_B1835, H16_B1534, H16_B1735, H16_A1114, H16_B0212, H16_A0232, H16_B1960",,Tryptophan metabolism,,,
1419,ALAALAL,D-alanine-D-alanine ligase,2.0 ala__D_c + atp_c <=> adp_c + alaala_c + h_c + pi_c,H16_A3271,,D-alanine metabolism,,,
1420,PHEtr,L-phenylalanine reversible transport via proton symport,h_e + phe__L_e <=> h_c + phe__L_c,,,"Transport, Extracellular",,,
1421,PRPPS,Phosphoribosylpyrophosphate synthetase,atp_c + r5p_c <=> amp_c + h_c + prpp_c,H16_A0372,2.7.6.1,Pentose Phosphate Pathway,,MNXR103215,
1422,GL3PD,Glycerol-3-phosphate dehydrogenase (NADP),glyc3p_c + nad_c <=> dhap_c + h_c + nadh_c,H16_A0336,,Glycerophospholipid Metabolism,,,
1423,CRTNh,Creatinine amidohydrolase,crtn_c + h2o_c --> creatine_c,H16_A1736,3.5.2.10,Arginine and Proline metabolism,,MNXR96915,
1424,GLXt,Glyoxylate transport,glx_e + h_e --> glx_c + h_c,,,"Transport, Extracellular",,MNXR100306,"['rxn09839', 'rxn13305']"
1425,LCTSt,Lactose transport via proton symport,h_e + lactose_e <=> h_c + lactose_c,,,"Transport, Extracellular",,MNXR101025,"['rxn08781', 'rxn10169']"
1426,TOCHECK,Acetylornithine deacetylase,h2o_c + nacyllaminoacid_c --> carboxylate_c + laminoacid_c,"H16_B0491, H16_B1209",,Urea Cycle and Metabolism of amino groups,,,
1427,QULNS,Quinolinate synthase,dhap_c + iasp_c <=> 2.0 h2o_c + pi_c + quln_c,H16_A3038,2.5.1.72,Nicotinate and Nicotinamide metabolism,R04292,MNXR103400,rxn02988
1428,DDGLK,2-dehydro-3-deoxygluconokinase,2ddglcn_c + atp_c --> adp_c + h_c + kdpg_c,H16_B1212,"['2.7.1.178', '2.7.1.45']",Pentose Phosphate Pathway,R01541,MNXR138209,rxn01123
1429,G1PACT,Glucosamine-1-phosphate N-acetyltransferase,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,H16_A0262,"['2.3.1.157', '2.3.1.4']",Aminosugars metabolism,,MNXR99841,rxn03638
1430,ME1,Malic enzyme (NAD),mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,H16_A3153,"['1.1.1.38', '1.1.1.39']",Anaplerotic Reactions,R00214,MNXR101446,rxn00159
1431,ME2,Malic enzyme (NADP),mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,H16_A1002,1.1.1.40,Anaplerotic Reactions,R00216,MNXR101443,rxn00161
1432,C23DDT1,"Cis-2,3-dihydrodiol DDT dehydrogenase",c23dhddt_c + nad_c --> 23doddt_c + h_c + nadh_c,"H16_B0734, H16_B0731",,"1,1,1-Trichloro-2,2-Bis-(Chlorophenyl)Ethane (DDT) degradation",,,
1433,PROTRS,Prolyl-tRNA synthetase,atp_c + pro__L_c + trnapro_c --> amp_c + h_c + ppi_c + protrna_c,H16_A3246,6.1.1.15,Aminoacyl-tRNA Biosynthesis,R03661,MNXR103208,rxn06445
1434,HMSALD1,2-hydroxymuconic semialdehyde dehydrogenase,2amcs_c + h2o_c + nad_c --> amuco_c + 2.0 h_c + nadh_c,H16_B0547,,Tryptophan metabolism,,,
1435,PROTCDp,"Protocatechuate 3,4-dioxygenase",34dhbz_c + 2.0 h_c + nadph_c + o2_c --> co2_c + h2o_c + nadp_c + thbn_c,"H16_B1109, H16_B1836, H16_A0633, H16_B0223, H16_B1420, H16_B0757",,Benzoate degradation via Hydroxylation,,,
1436,BPNT,"3',5'-bisphosphate nucleotidase",h2o_c + pap_c --> amp_c + pi_c,,"['3.1.3.7', '3.1.3.97']",Sulfur Metabolism,R00188,MNXR96321,"['rxn00137', 'rxn11357']"
1437,HMSALD2,2-hydroxymuconic semialdehyde dehydrogenase,h2o_c + hmccms_c + nad_c --> 2.0 h_c + hmccm_c + nadh_c,H16_B0547,,Toluene and Xylene degradation,,,
1438,HMSALD3,2-hydroxymuconic semialdehyde dehydrogenase,2hmcnsad_c + h2o_c + nad_c --> 2hmc_c + 2.0 h_c + nadh_c,H16_B0547,,Benzoate degradation via Hydroxylation,,,
1439,ABUTt,4-aminobutyrate transport in via proton symport,4abut_e + h_e --> 4abut_c + h_c,,,"Transport, Extracellular",,,
1440,HEXf,Hexokinase (D-fructose: ATP),atp_c + fru_c --> adp_c + f6p_c + h_c,H16_B1503,,Fructose and Mannose metabolism,,,
1441,MAAMPT,Membrane alanyl aminopeptidase,h2o_c + progly_c --> gly_c + pro__L_c,H16_A1000,,Glutathione Metabolism,,,
1442,NMNP,NMN permease,nmn_e --> nmn_c,,,"Transport, Extracellular",,MNXR101972,"['rxn08995', 'rxn08997', 'rxn10181']"
1443,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,H16_B1546,1.14.13.127,Phenylalanine metabolism,R06786,MNXR94903,rxn04601
1444,CDPDGP,CDP-diacylglycerol pyrophosphatase,cdpdag_MRSA_c + h2o_c --> cmp_c + pa_c,H16_B2144,,Glycerophospholipid Metabolism,,,
1445,ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,H16_B0981,2.6.1.19,Glutamate metabolism,R01648,MNXR95186,rxn01204
1446,DHORD_NAD,Dihydoorotic acid dehydrogenase,dhor__S_c + o2_c --> h2o2_c + oroa_c,H16_A1401,1.3.1.14,Pyrimidine metabolism,R01869,MNXR97424,rxn01361
